Дэлхийн аварга Б.Ариун-Эрдэнэ 14 дараалан улсын аварга боллоо	Самбо бөхийн 2016 оны УАШТ Монголын үе үеийн алдартнууд төрөн гарсан Спортын төв ордны дэвжээнд болж, тэмцээний -100 кг жинд анхдагчдын өлгий нутаг Булган аймгийн Хутаг-Өндөр сумын харьяат Баянзүрх дүүрэг "Женко" клубын тамирчин Б.Ариун-Эрдэнэ Монгол Улсын аварга цолыг 14 дэх удаагаа хүртлээ. Тэрбээр шигшээ барилдаанд "Алдар" спорт хорооны Б.Амбасалмааг ялж, түрүүлсэнээр 2002 оны УАШТ-ээс хойш тасралтгүй улсын аваргад түрүүлсэн түүхэн амжилтын эзэн болжээ. Б.Ариун-Эрдэнэ 2005 онд Казахстаны Астанагийн дэмжээнээс самбо бөхийн Дэлхийн аваргын алтан медаль хүртэж, Ази тивиийн тэргүүн бөхөөр шалгарч байсан юм. Бөхийн бүхий л төрлөөр 26 жил хичээллэсэн тэрээр Монгол улсынхаа нэрийн өмнөөс олон тэмцээн оролцохдоо жүдо бөхөөр Ази тивиийн аварга, Дэлхийн цомын аварга, Жиү Жицү бөхөөр Дэлхийн аварга цолыг хүртэж байсан юм. ЭХ СУРВАЛЖ: http://likenews.mn	http://www.news.mn/r/236698
MPRP youth demonstrate against “political repression” from IAAC	On 26th February, the Democracy Justice-Mongolian Youth Federation of the Mongolian People’s Revolutionary Party held a peaceful demonstration outside the IAAC (Independent Authority Against Corruption). P.Amar, the general secretary of the Federation, provided the following explanation: “The IAAC is engaged in organizing political repression. For example two victims are MPRP Chairman N.Enkhbayar or P.Tsogtbaatar who is General Secretary in charge of MPRP finances. This is not 1937! The repressions, aimed at one party or one person go to prove that the IAAC is acting under polical influences. Therefore, we are of the opinion that the IAAC is not capable of operating independently in the future”.	http://www.news.mn/r/236723
Traffic accidents fall by 40%	New statistics released show that the number of fatalities caused by traffic accidents has fallen by 40.7% since 2015. For example, in January 2015, a total of 174 traffic accidents were registered; in January 2016, this number fell to 114. In addition, the number of deaths caused by accidents was 27 in January 2015; this January, the figure was 16. Similarly January 2016 saw 74 people being injured in traffic accidents, as opposed to 108 in the same period last year. These results are explained by the new traffic law, which took effect from 1st September.	http://www.news.mn/r/236724
O.Baasankhuu: I do not want to be the one, who refuses to go when I am banished	Mr O.Baasankhuu is an MP who has challenged the Prime Minister to appear on a panel show. He has been answering questions: -Why did you call the Prime Minister to the panel show? -Since becoming an MP, I have proposed 32 bills, practically all of which have been rejected Government. Proposing a bill is not that easy – it’s not just sitiing at the computer. I prepared these draft laws, co-operating with the non-governmental organizations based on the research. But the Government has not accepted my proposals. Therefore, I want to prove that my bills should be accepted by the Government, and therefore demand that the Prime Minister justify the position of his Government. -For example, which of your law projects have not been accepted? -There are a lot. The last one was a bill aimed at supporting the Erdenet plant - another was the bill on the “heritage of cities and villages”. These were not accepted. In my opinion, these both would have been beneficial to Mongolia -What explanation did the Government provide for not accepting these bills? -They just said “no”. The Director of the Government Administration, S.Bayartsogt said that: “These are just the responses from the Ministries. I did not decide this on my own. I let your projects be discussed at the Governmental meeting - although briefly – in the time permitting”. I am grateful to him. He has worked well. -Have you said that if you lose the panel show, you will not stand as a candidate in the next election? - I did not say that. But I have said that I will reject my seat as an MP. I think that sitting in Parliament is useless. -Can you really reject your seat, if you lose the debate? -Can I? It is no big deal to become politically “dead”, if I reject my seat. I am a trained lawyer and have worked in this profession. I was not born a politician. -So, will you leave the politics, if you lose? -People with political ability must engage in politics. There are many people, who entered the politics without being invited – and, who refuse to go when they are banished. I don’t want to be like them. -Recently, there have been rumors that you might become Minister of Health and Sport? -I have given my answer. When the Mongolian People’s Party (MPP) was dismissed from the Government – I no longer wanted to be part of that Government. I am a young man. I have my self respect. I do not want to play such trivial games. -If the MPP were to propose you as a minister, would you still reject the proposal? -Yes, I would. It is not because I do not want to be a minister; it is because I think that I cannot possibly enter a Government headed by Ch.Saikhanbileg. NevetheIess, I am still grateful to the MPP, for having such a high opinion of me, but I repeat, I cannot possibly serve on that Cabinet.	http://www.news.mn/r/236725
Water for Ulaanbaatar: USD 400 million required	In order to solve the water supply problem for the capital, Ulaanbaatar, a technical and economical feasibility study of the Tuul Water Complex has been undertaken. This detailed study, now completed, states that USD 370-400 million is required for the complex. However, in order to build the reservoir, a resort and people’s homes will need to be re-allocated. The area in question is located between Gachguurt and Nalaikh. Now, an extended meeting of the Ministry of Environment Green Development and Tourism must be conveneded to approve this decision. Within three years, three years following its approval, construction work will begin. Currently, it is unknown, who will be responsible for financing. The Government must solve this issue.	http://www.news.mn/r/236776
Maximum cost of the election announced	During the 2012 parliamentary election, the General Electoral Committee set the maximum cost of the election; this time, under the new Electoral Law, the National Audit Authority has been tasked with setting the identify and announce the maximum cost. Today, the Authority announced the maximum cost of the political parties and unions. In total the 2016 election will cost MNT 3.4 billion.	http://www.news.mn/r/236777
Mongolia finally settles its Russian debt	Yesterday (29th February), Prime Minister Ch.Saikhanbileg held a meeting with the Russian Ambassador to Mongolia Mr. Iskander Aziziov. During the meeting, the Ambassador presented an official document confirming that Mongolia no longer has any debts with Russia. Mr Saikhanbileg said: “According to the our contract to pay the remaining debt by the end of February 2016, we present the written confirmation that Mongolia has transferred the remaining USD 3,832,515 to the Russian Federation at the current Bank of Mongolia currency rate. Today is an historical day, which will be written in the annals of the relationship of our two countries. I am sure that by paying this debt many economical opportunities will now be opened for our two countries. Many people have worked on the debt issues. Please, relay our thanks to them, in the name of Chairman of the Mongolian Government”. Ambassador Azizov noted: “All Mongolia’s financial dues to the old Soviet Union and its successor - the current Russian Federation - have been cleared. Therefore, both sides now have new opportunities to develop financial co-operation. In addition, Mongolia welcomes the new possibilities of entering the international financial market”.	http://www.news.mn/r/236869
Mongolian students to work at ASEM	Yesterday (29th February), the Mongolian Students’ Federation (MSF) announced that students will have the possibility of working for ASEM. Representatives of the MSF are included in the ASEM preparation team. According to the MSF, students can work as guides, interpreters or work at the cultural events and preparing Ulaanbaatar for the forum. According to research conducted among the students, 72% of them have the possibilities and desire to work, without missing their classes. Therefore, the MSF is appealing to those students, who want to work for ASEM to gather on 4th March on the Students’ Square. This will also serve as a peaceful demonstration aimed at solving another issue - namely when will the students receive the MNT 70,000 grant allowance which they are owed? According to the students, they have not received their MNT 70,000 since September 2015. We therefore clarified this with the Ministry of Finance; our source said that financing has still not been solved. They added that financing might be approved next month.	http://www.news.mn/r/236872
US Embassy refuses Mongolian cyber champions visas	“Mongolz.CS” is the name of the country’s top cyber sport team and the winner of the Asia-Pacific cyber sport championship - “Intel Extreme Masters”, which was held in February in Taipei As the Asia-Pacific champions, “Mongolz.CS”, have the right to participate internationally and have been invited championships in the USA and Poland. Unfortunately, the US Embassy in Ulaanbaatar turned down the team’s visa requests…..not once, but several times! Fortunately, Poland has given “Mongolz.CS” visas; they landed in Warsaw earlier today. The Polish competition “IEM Katowice” has a USD 100,000 prize and is being held in the town of that name on 4th March. The team had to travel to Beijing in order to get their visas. There was also some difficulty, but the consular section of the Embassy of Poland in Beijing rushed the visas through. “Mongolz.CS” have posted their gratitude on their facebook account noting: “The Consulate has said that providing your visas in three hours was a unique phenomenon in the history of the Poland Embassy. Therefore, you guys must win the competition!”	http://www.news.mn/r/236877
“Mongolia Open-2016” international competition	The “Mongolia Open-2016” free wrestling competition is to be held on 5th-6th March at the Buyant-Ukhaa sport complex. This will be the fifth time the event has taken place. The competition is being organized by the Mongolian Free Wrestling Federation and Physical Sport Development Center. Applications to compete have been received by wrestlers from South Korea, Inner Mongolia, Indonesia, Kyrgyzstan, Mongolia and the three Russian republics of Buryatia, Tuva and Sakha-Yakutia. The competition will be streamed via Mongolian National Broadcasting Television, and NTV. The Mongolian Free Wrestling Federation has informed that the International Judge, Mr. Isao Okiyama from Japan has been appointed as the technical representative.	http://www.news.mn/r/236879
“Rio-2016”: J.Khatanbaatar to lead Mongolian team	The XXI Olympic Games will be held in Rio de Janeiro on 5th-21st August. The leader and deputy leader of the Mongolian Olympic team to Rio have been appointed. The Executive Board of the Mongolian National Olympic Committee has announced that J.Khatanbaatar has been appointed as the leader of Mongolian team. J.Khatanbaatar is the Deputy President of the National Olympic Committee, holds the title of “Doctor of the People” as well as being a Medical Ph.d and Professor. The deputy leader of the national team will be Ts.Damdin a silver medalist from the 1980 Moscow Olympics, who is also a deputy President of Mongolian National Olympic Committee, People’s Teacher and Honorary Sportsman. Currently, Mongolian sportsmen and women will be participating in the free-wrestling, shooting, athletics, and archery events. Judo wrestlers are still particpating the preliminary competitions in order to obtain the “right” to participate at Rio. Mongolians still have chances of obtaining Olympic rights for boxing, powerlifting, and athletics.	http://www.news.mn/r/236881
Wife of Mongolian Democratic Revolution hero S.Zorig - in prison	Almost three months have passed, since the arrent of B.Bulgan, better known as the wife of S.Zorig, who was one of the leaders of Mongolia’s 1990 Democratic Revolution. The authorities have still not given a reason of this action. Currently, B.Bulgan is in prison under investigation in the Tuv Province. In the meantime, Bulgan’s mother, D.Baigalmaa has given several press interviews in which she has expressed concern about her daughter’s life. She has also suggested to the Standing Committee for Appeals to examine whether the human rights of her daughter are being violated or not. Subsequently, J.Batzandan the director of the Standing Committee for Appeals on the instructions of the City Prosecutor has visited B.Bulgan in prison and studied the conditions and human rights issues. The conclusions of the working team are expected to be publically released within 1-2 days. B.Bulgan’s husband S.Zorig was an immensely important public and political figure. Born in 1962, he did much to end one-party rule and introduce true democracy to Mongolia. On the eve of being appointed as prime minister he was brutally murdered in his home in Ulaanbaatar’s Zaisan District on 2nd October 1998 under very mysterious circimstances.	http://www.news.mn/r/237070
Mongolia celebrates ASEM Day for the first time	The very first “Asia-Europe Meeting” (ASEM) took 20 years ago in Bangkok, Thailand, when the organization was officially established. As Mongolia is the organizer of the 11th ASEM Summit, which will be held in Ulaanbaatar on July 15th-16th, the Government announced that 1st of March would be ASEM Day and should be celebrated annually across the country.	http://www.news.mn/r/237071
Bank of Mongolia sells USD 8.25 million and CNY 17.5 million	During the regular currency auction, which was held on 1st March, the commercial banks proposed buying USD 31.55 million for between MNT 2030.00 and MNT 2038.00. They also requested purchasing and CNY 38.0 million for between MNT 310.00 and MNT 310.85. The Bank of Mongolia has offered USD 8.25 million for MNT 2035 and CNY 17.5 million for MNT 310.59. Also, during the swap and forward agreements, which were held on same day, the commercial banks requested buying USD 20.0 million and then selling USD 20.0 million. The Bank of Mongolia complied wih the proposal to buy USD 20 million 100%, but did not accept selling USD 20 million.	http://www.news.mn/r/237072
President to particapte in Ice-Festival	Yesterday (2nd March), President Ts.Elbegdorj traveled to Khuvsgul Province for a two-day visit. During his trip, the President plans to participate in the “Khukh Suvd-2016” Ice Festival in the Khatgal Soum (district) and to meet with the people from the Murun Soum. The President is being accompanied by a number of people. They include his Adviser on Living Conditions and Green Development Policy, O.Chuluunbileg, the director of the Khuvsgul Provincial Civil Representative Assembly, T.Boldbaatar, the Governor of Khuvsgul Province, A.Erdenebaatar and the director of the Provincial Authority for Industry and Agriculture, B.Galbadrakh.	http://www.news.mn/r/237073
Mongolia’s first Classic Art Library	The “Mongolian Ballet Development” foundation has begun collecting books about the classic arts, in order to establish the first Classic Art Library in Mongolia. The organizers believe that this library will be a huge stimulus for children who want to learn about history, culture and read real life stories about the great masters of the classic art, music and dance. The library will inititally be for dance students and their parents; In the future, it is planned that the library will be extended to the public. Therefore, the “Mongolian Ballet Development” foundation is appealing to people to become involved in the “Classic Art Library” campaign, by donating their art books.	http://www.news.mn/r/237074
“World Mongols” to play in chess competition	The “Mongol Tuurgatan” chess competition is to be held from 12th to the 21st March. The best chess players from Mongolia, Inner Mongolia and the Russian Republics of Buryatia, Tuva and Kalmykia will participate in the event. Many Mongolian Peoples live beyond the frontiers of Mongolia. Kalmyks, for example, originally migrated from Khovd Province and now live in European Russia and in China’s “Inner Mongolia” there are more ethnic Mongolians than in Mongolia. The competition comes at the incentive of the Global Society of “World Mongolians”, which strives to show the common heritage which is shared. The first place winner will receive a gold medal and USD 4500, the second - a silver medal and USD 2500, and third will receive a bronze medal and USD 1500.	http://www.news.mn/r/237075
B.Bulgan: “I hope truth will win”	As we have reported, B.Bulgan the wife of S.Zorig, the “Golden Swallow of Democracy”, has been in prison awaiting trial for almost three months. Yesterday, the director of the Standing Committee for Appeal, Member of Parliament, J.Batzandan met B.Bulgan at a detention center in Tuv Province. During the meeting, she requested to see her defence lawyer more often; she has not seen him since 24th December. She also asked for books, newspapers and magazines to be brought for her to read. J.Batzandan has said that the Standing Committee of Appeal will deliver a letter to the Prosecutors, in which a request is to be made for legal protection. At the request of B.Bulgan’s mother D.Baigalmaa, representatives of the Standing Committee have visited her in prison. B.Bulgan has said that she has no complaints about the conditions in the prison or the food. The lawyers have taken some statements and explanations from her. B.Bulgan said she hopes that “truth will win”.	http://www.news.mn/r/237076
World Bank: impact of Mongolian hydroelectric plants	The Minister of the Environment, Green Development and Tourism, N.Battsereg has had a meeting with the co-ordinator of the World Bank’s Mining Infrastructure Investment Support Project, Mr. Khairy Al Jamal. During the meeting, the two sides exchanged their opinions about the River Orkhon-Hydroelectricity Plant, the technical and economical feasibility study of the Shuren Hydroelectricity Plant and the Mongolian Government’s capacity to evaluate the environmental and social impact of these plants. The two sides plan to have a second meeting at the end of the March. Mr. Khairy Al Jamal also noted that the World Bank director, who is responsible for Mongolia would like to visit the country to discuss these projects.	http://www.news.mn/r/237077
Narantuul market – night blaze	Early this morning, at about 03.00am, the “Narantuul” international trading center was set on fire. The source stated that the fire had been started from the cotton material pavilions. The City Special Affair Authority has said; “an emergency call was received 03.36 am. Eight fire-fighting teams were quickly on the scene and worked rapidly to put out the blaze. Currently, we are working to identify the cause of the fire”. At the 08.10am, even though the fire had been extinguished, firemen were still working at the site. It will be recalled that Narantuul has previously been set on fire twice. These cases of arson occurred on 22nd August 2013, and 5th October 2015. In case of the first fire, a woman lost her life in the food pavilions. The second fire was started in a public toilet.	http://www.news.mn/r/237078
Narantuul boss: “I know who started the fire”	“Narantuul” market will be closed for three days following the the fire which took place this morning at 03.00am. The director of the trading center, Sh.Saikhansambuu, believes that the fire was started deliberately. On his twitter account, he has written: “If you want to attack me, just face me directly. Don’t play with the people, who are laboring to make a living to support their children and families”. Mr Saikhansambuu is clearly angry that this is the third time Narantuul has been set on fire. Mr Saikhansambuu has also written: “Narantuul is not only mine. It is a place, where lots of people work to make an honest living. I know who started the fire”.	http://www.news.mn/r/237082
National Labor Party: dismissals and the lost party stamp	Today, a meeting of the Central Committee of the National Labor Party was held. The representatives of the Central Committee are to provide information, about the issues, which were discussed during the meeting today. During the meeting, the Deputy Chairman of the NLP was dismissed, and also several members of the Central Committee were repleaced. Therefore, the press conference will provide information about these matters and mysterious issue of the disappearance of the NLP official stamp The representatives of the NLP have emphatically noted that the information that Party Chairman S.Ganbaatar had been dismissed is completely false.	http://www.news.mn/r/237086
Ferrostaal and Outotec to build modern copper plant	The “Zes Erdeniin Khuvi” stock company plans to establish a copper plant which will use oxydized copper ore from the Erdenet Ovoo deposit. On 2nd March, an initial part of this huge construction project was taken when an investment and co-operation contract was made. According to the contract; construction work will begin in May 2016. The plant will have an annual projected production capacity of 5000 tons of cathode copper. Also known as copper grade “A” (LME designation), cathode copper is of 99.95% purity and is an important export commodity. Total project investment will be USD 45 million. The Ferrostaal Group of the Germany has being appointed as the general contractor of the project; Finland’s Outotec will be responsible for equipment procurement. The cathode-copper plant is forecast to fully recoup the investment within 4 years following launch of production. The plant will provide a total of 140,000 new jobs and shares will be available to 40,000 stockholders. It is forecast that MNT 7.084 billion will be generated in tax revenue annually.	http://www.news.mn/r/237091
UB property auction: only two bidders!	Yesterday (3rd March), the City Property Authority organized its regular land auction. On this occasion it was planned to sell 13 locations. However, public participation was very poor; only two people applied to buy the same locations. Selling municipal property at auction has been considered to be a necessary choice during the current economic hard times. Last year, the city expected to earn MNT 93 billion from auction. But, at the end of 2015, this plan had not been implemented. Therefore, the unsold buildings and other assets were transferred to the 2016 auction schedule. This year, the city has intended to earn MNT 46 billion; now the UB Property Authority faces serious problems due to the dismal turn out.	http://www.news.mn/r/237215
Japan’s “Marubeni” wins Tavan Tolgoi Power Plant tender	The Mongolian Government has decided to finance the Tavan Tolgoi Power Plant, which is located next to the Tavan Tolgoi coal deposit, with funding from domestic or foreign investors. In order to achieve this, a project team was formed by Ministry of Energy. The team began work in 2013. The Tavan Tolgoi project team has put together approximately 5000 pages of documents covering 20 research topics and 15 contract projects. These have been undertaken in accordance with international standards. Australia’s "WorleyParsons" is a world-class leader in engineering consultancy and project delivery and has been working as the technical adviser to the project. Japan’s "Sumitomo Mitsui Banking Corporation" (SMBC) has been acting as the financial adviser. The legal adviser has been "Shearman & Sterling" from the USA. The environmental and social impact assessment has been conducted together with the UK’s "Mott MacDonald". In order to choose the foreign investor for the project, the organizers have sent the investment proposals to twenty five international independent power producers, ten of whom have expressed their wish to participate in the project. Subsequently, the organizers have delivered the technical and commercial tasks to four power producers. On 28th February, the Administration Commiitee selected Japan’s “Marubeni” Corporation as the investor for the Tavan Tolgoi Power Plant project. During the tender the international auditing company “Deloitte Touche” has controlled the process for selecting the investor.	http://www.news.mn/r/237151
Mongolian acrobats take gold in European circus capital	Mongolian aerial acrobats have taken the Golden Cup at the International Circus Festival, which was held on 25th-28th February in the Spanish city of Figueres. Approximately 80 circus artists from 14 countries competed for the Golden Cup. The Mongolian team consisted of 17 artists. N.Erdene, the head of the Mongolian Circus Development Center was on the panel of judges in Figueres, a city often called the European circus capital. The judges were particularly impressed with a Mongolian performance named “Swan Lake” which was claseed in the visual category. The Mongolian circus team, headed by T.Nomuundari took the main prize of festival the “Premi de la Imatge” and the Golden Cup.	http://www.news.mn/r/237152
French Film Festival in UB	The Embassy of France in Mongolia, the Mongolian-French Center, the Swiss Development Agency, the Embassy of Canada in Mongolia and the “Golden Film” Federation are going to organize the 7th “Film Festival of French Language Countries”. The festival will be held at Ulaanbaatar’s “Tengis” cinema on 12th-13th March. The “Film Festival of the French Language Countries” will showcase best new French language films, which have received awards at international film festivals. This year, seven films from France, Switzerland, Canada, Belgium, Italy and Lebanon will be screened. Canada has been selected as the highlighted country for this year’s festival; two Canadian movies will be presented. Top Swiss film-maker Frederic Baillif will open the festival with his 2015 film “Tapis Rouge” (“Red Carpet”). After the opening, film lovers and artists will have the chance to talk together about films and cinematography.	http://www.news.mn/r/237153
Poland to re-establish embassy in Mongolia	On 2nd March, the Mongolian Minister of Foreign Affairs, L.Purevsuren, who is currently participating in the 31st conference of the UN-Human Rights Council had a meeting with the Polish Minister of Foreign Affairs, Mr. Witold Waszczykowski. The meeting took place at the Office of the United Nations in Geneva. During the meeting, the two ministers exchanged opinions about regional issues as well as bi-lateral relations and co-operation between the two countries. Minister Witold Waszczykowski also announced that the Government of Poland has decided to establish an Embassy in Ulaanbaatar and that Polish representatives headed by the Prime Minister will participate in the ASEM Summit in Mongolia in July. Diplomatic relations between Mongolia and Poland were established on 14th April 1950. Ten years later in 1960, Poland opened an embassy; this was closed down in 2009. At present, the Polish Ambassador to Mongolia works out of the Embassy of Poland in Beijing. Source: Ministry of Foreign Affairs	http://www.news.mn/r/237154
State of Emergency after 27 lost in snowstorm:	Yesterday (3rd March), because of extreme weather conditions – snow storms and winds of 18-20 m/sec wind, (sometimes 24 m/sec), Transport Minister M.Zorigt ordered country roads to be closed to locals from 21.00pm. People travelling outside UB are, therefore, ordered to spend the night in safe place. Since yesterday, 27 people have already been lost in the storm. A search and rescue operation has been launched by the National Emergency Management Agency (NEMA). Three of the missing people were looking after their herds; they remain to be found. Unfortunately, one fatality has been reported – a 54-year old woman froze to death in Dornod Province.	http://www.news.mn/r/237194
Public holiday next Tuesday	March 8th is International Women’s Day; this year it falls on a Tuesday. According to the Law on Public Celebrations, this celebrarion is a national holiday across Mongolia. Last year the 8th March fell on a Sunday.	http://www.news.mn/r/237195
Narantuul blaze: boss refuses to pay for fire damage	The boss of the Narantuul Market, Sh.Saikhansambuu, is facing big losses following the fourth fire in recent years. In a phone interview he said that he will not pay any damages incurred to the traders renting space in the trading centre. He added: “I have never made any contracts with a rentee. I have always said to traders not to leave your goods outside”. D.Erdenebaatar, the director the National Emergency Management Agency (NEMA), which runs the fire-fighting services said that: the helmet of one fireman almost melted and lost its shape because of the intense flames - and become oval. It proves the how intense the fire was. According to the traders, one person had goods valuing MNT 10-100 million. There were 400 traders in the cotton material pavilions. Therefore, the total damage must be estimated as being between MNT 10-40 billion. It is still not clear, who will be responsible for the loss.	http://www.news.mn/r/237204
1000 journalists at UB forum	Today, 1000 journalists are attending the “Transparent Open UB” forum. The director of the City Representative Assembly opened the forum during which the city heads and other directors of various authorities are reporting on their works and answering questions from the journalists. The forum coincides with the 103th anniversary of the National Journalism. Every year the Union of the Mongolian Journalists celebrate this day by selecting an annual theme – this year it is information transparency and open governnance focusing upon Ulaanbaatar.	http://www.news.mn/r/237205
State Emergency Commission: in session	The State Emergency Commission is currently meeting in the office of the Deputy Prime Minister. This is because of the heavy snow storm with drifting, blocked roads, poor visibity is low and increasing ice hasards. The extreme winter conditions are causing serious problems in 12 soums (districts) of the Zavkhan Province. By 10.00am, National Emergency Management Agency officers, the border troops, and police had found 17 of the 27, who went missing during yesterday’s storm.	http://www.news.mn/r/237206
Apartment rental scheme: tenants to be chosen by lottery	According to imformation from the State Apartment Corporation (SAC), there are 27000 applicants seeking to be enrolled in the apartment rental scheme. But there is a hitch; there are only 350 apartments available. The solution is to select the “winning” tenants by lottery. Later today (7th March), the SAC management team will make an official announcement regarding registration for future tenants: the registration process is expected to continue for fourteen days. The maximum rental period will be five years, following which an extension may be approved based on prior circumstances. If the tenants not follow the rules they agreed on during the renting period, the SAC will confiscate the aparment as a penalty measure. So, even thought the contract term is five years, the contract will be reviewed on a yearly basis.	http://www.news.mn/r/237302
Two-time world wrestling champion to participate in “Mongolia Open-2016”	The Mongolian Freestyle Wrestling Federation (MFWF) has held a press conference, prior to the “Mongolia Open-2016” which is an annual international freestyle wrestling competition. The General Secretary of the MFWF, O.Bayanmunkh said – “wrestlers from South Korea, Inner Mongolia, Indonesia, Kazakhstan, Kyrgyzstan and the Russian Republics of Buryatia, Tuva, and Sakha-Yakutia have arrived in Mongolia for the “Mongolia Open-2016”. Among the visiting wrestlers is the two-time world champion Viktor Lebedev. In total, 200 wresters will be participating, of whomare 96 are foreigners. So we expect the “Mongolia Open” to be highly competitive. A few days after the championship in Ulaanbaatar, the continental competition for the Olympics will take place in the Kazakh capital Astana. Therefore, the “Mongolia Open-2016” represents a big challenge for our wrestlers who want to participate in the Olympics. The Ministry of Health and Sport has provided MNT 40 million to finance the “Mongolia Open-2016”.	http://www.news.mn/r/237303
Firearms: missing guns to be registered this week	“Weapon-2015” ends this week. This is a campaign targeting illegal firearms, which as the name suggests began last year. All unregistered guns must be declared by 10th March at the latest. As of December 2015, of the 13,989 firearms in Mongolia, 11785 - or 84.2% - had been registered. The remaining 2204 guns (15.8%) have not been declared. Therefore, the second phase of “Weapon-2015”, aimed to register the remaining 2204 firearms was fixed for a three-week period from 19th February and 10th March. The police authorities are therefore instructing people that they must bring their firearms in to the local station for registration.	http://www.news.mn/r/237395
Extreme weather: NEMA rescues 638 from freezing	During the recent extreme weather conditions the Mongolian National Emergency Management Agency (NEMA) has been on full alert. Approximately, 150 rescue officers have saved a total of 638 people, and dragged 152 cars out of snow drfifts. During the snowstorm, many NEMA received many calls asking from emergency assistance. Many of these were about people who had gone missing, roads blocked by snow, and cars which had either broken down or got stuck in the drifts. NEMA believes that the decision by the Minister of Transport to order the closing of roads in the country was correct and that many lives were saved as a result. On the afternoon of Friday 4th March, NEMA reported that they had found the 86 people, who had been reported missing and that two people had lost their lives, namely, a 46-year-old woman from the in Buyant Soum (district) in Bayan-Ulgii Province, and a 41- year-old woman from Tsogt Soum in Govi-Altai Province; both froze to death. NEMA is responsible for all aspects of disaster protection and mitigation. Apart from its headquarters in Ulaanbaatar, it has emergeny management divisions and departments in all 21 provinces.	http://www.news.mn/r/237396
Shooting in Bangkok: O.Gundegmaa updates the state records	The World Cup of the International Shooting Sport Federation (ISSF) is currently taking place in Bangkok. Yesterday, Mongolian shooter, International Master of Sport and Hero of Labor, O.Gundegmaa updated the state record in the air pistol 10 meters category; her total points were: 95+100+100+97=392. The previous state record was held by her colleague, International Master of Sport Ts.Munkhzul. The Olympic record for this category is 391 points and the world record is 393. During this category, involving 39 contestants, O.Gundegmaa took first place with her new record and Ts.Munkhzul took 17th place with 377 points. Also, in the 25 meters pistol category, O.Gundegmaa took the bronze medal with 588 points from all 29 contestants.	http://www.news.mn/r/237397
China’s “Super Brain” TV-show: Enkhmunkh’s team triumphs	One of the biggest mind-game competitions in the world is China’s TV show “Super-Brain”. Yesterday (6th March), the “X-Team”, consisting of trainers from Mongolia, Spain, Peru, Sweden, and Australia won the last “Episode” - as the sections of the show are called - by defeating the Chinese team with 5-1 points. This took place in front of millions of fans. A key player in the winning team was E.Enkhmunkh, who is a trainer at the Mongolian Intelligence Academy, International Master of Memory and World Youth Champion. The members of the “X-team” won several categories, for example: memory, Rubik’s cube, sudoku etc. The judges of the Super Brain Show will invite one of the best members of the winner team to the show again. E.Enkhmunkh’s mission was to memorize 225 figures presented on 15x15 tables very quickly as they vashined in a matter of seconds. E.Enkhmunkh did this successfully and brough valuable points to his team. His trainer is Kh.Khatanbaatar who is the director of the Mongolian Intelligence Academy.	http://www.news.mn/r/237403
9th Asia Europe Parliamentary Partnership Meeting: Diplomats briefed	Today (7th March), a meeting took place between the members of the organizing National Committee of the 9th Asia Europe Parliamentary Partnership Meeting (AEPPM), Member of Parliament N.Enkhbold, the General Secretary of the Parliamentary Administration B.Boldbaatar and diplomats and consular representatives based in Mongolia. Following the meeting, the organizers provided information about the forthcoming Partnership Meeting. The 9th AEPPM will take place on 21st-23rd April 2016 in Ulaanbaatar, within the framework of ASEM. In fact, it will be the first event, related to the ASEM Summit. According to the General Secretary B.Boldbaatar, the Speaker of the State Great Khural (parliament) has sent invitations to Parliamentary Speakers from partner countries. Currently, 90 representatives from 20 countries have confirmed their wish to participate in the 9th AEPPM. Source: Media Bureau at the Parliamentary Administration	http://www.news.mn/r/237517
“Khan Quest 2016”: preparation starts	The “Khan Quest” military training exercises have already become an annual tradition in Mongolia. The preparation courses for the training instructors have already commenced at the Mongolian Armed Forces United Study Center. The instructors - who will be based at the various military training zones - are being taught by 33 trainers from the Mongolian Armed Forces along with 26 foreign trainers from 11 countries, including Australia, Singapore, Malaysia, the Philippines, Bangladesh, New Zealand, the USA, Indonesia, Nepal, Canada and Japan. Military personnel from 47 countries will participate in this year’s “Khan Quest”which is scheduled to take place in May 2016.	http://www.news.mn/r/237518
Mongolian cadets in Russia to celebrate their own “Solidiers’ Day”	Mongolian military cadets, who are studying in Russia, are to promote the Mongolia Armed Forces. This will be done within the framework of the 95th Anniversary of the Armed Forces and Mongolian Soldiers’ Day. The young soldiers, who are studying in military academies and universities located in the Moscow, St Petersburg, Voronezh, Chelyabinsk, Syzran, Tyumen, Omsk, Smolensk, Krasnodar, Ryazan, Yaroslavl, Volsk, Blagoveshchensk and Cherepovets are planning to celebrate Mongolian Soldiers’ Day. The celebration plans have been approved by Brigadier General G.Enkhbaatar, who is the military attache at the Mongolian Embassy in Moscow. In the framework of the military celebration, a range of things are planned, including a basketball competition for the officers as well as essay writing and photography competitions on the theme of the “Mongolian Soldier”. Also, during the event, a military oath ceremony will be held for the first time.	http://www.news.mn/r/237519
